Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2019-08,33858918.09,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20-%20Aug%2019.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Card%20Over%20250%20-%20Aug%2019.csv
2019-09,32376282.34,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20-%20Sep%2019.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Card%20Over%20250%20-%20Sep%2019.csv
2019-10,34632208.91,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/NTC%20-%20Invoices%20over%20Statutory%20Amount%20Oct19%20-%20To%20publish.csv
2019-11,57359905.78,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/NTC%20-%20Invoices%20over%20Statutory%20AmountNov19.xls_to%20publish.csv
2019-12,40961994.49,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20-%20Dec%2019.xls_to%20be%20published.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Card%20over%20250%20-%20Dec%2019%20to%20Publish%20.csv
2020-01,55977822.28,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/NTC%20-%20Invoices%20over%20250%20-%20Jan%2020.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Card%20over%20250%20-%20Jan%2020.csv
2020-02,31129874.79,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/NTC%20-%20Invoices%20over%20Statutory%20Amount%20-FEB20%20to%20publish.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Card%20over%20250%20-%20Feb%2020%20to%20Publish.csv
2020-03,46378289.05,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20Statutory%20Amount%20Mar20%20.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase_Card_Over_250-_Mar_20%20.csv
2020-04,73874113.81,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20Statutory%20AmountAPR20%20TO%20PUBLISH.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Card%20-%20APR20%20To%20Publish%20.csv
2020-05,38875017.78,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20Over%20250%20-May%2020.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Card%20-%20May%2020.csv
2020-06,59003808.29,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20-June20_to%20Publish__0.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Card%20-%20june20%20to%20publish.csv
2020-07,64738331.55,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20Over%20250%20-%20Jul%2020.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20-June20_to%20Publish__0.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Card%20-%20Jul%2020.csv
2020-08,31543357.24,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20-Aug%2020%20to%20Publish.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Cards%20-%20Aug%2020%20to%20publish.csv
2020-09,40174727.54,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20-%20Sep%2020.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Cards%20-%20Sep%2020.csv
2020-10,36752149.74,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20-%20Oct20%20to%20publish%20.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Cards%20-%20Oct%2020%20to%20publish.csv
2020-11,36445351.73,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20-%20Nov%2020.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Cards%20-%20Nov%2020.csv
2020-12,44686587.19,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20-%20Dec%2020.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Card%20-%20Dec%2020.csv
2021-01,71172841.75,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20-%20Dec%2020.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20Jan%2021%20to%20publish.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Cards%20Jan%2021%20to%20publish.csv
2021-02,61361226.05,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoice%20over%20250%20-%20Feb%2021.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Cards%20Feb%2021.csv
2021-03,46203645.54,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20-%20Mar%2021%20to%20publish.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/PCARD%20MAR%2021%20to%20Publish.csv
2021-04,58699333.06,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20April%2021.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Cards%20April%2021.csv
2021-05,67553648.77,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20May%2021.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Cards%20May%2021.csv
2021-06,41683272.88,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20June%2021.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Cards%20June%2021.csv
2021-07,36035911.08,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Copy%20of%20Jul%20Invoices%20over%20250%20to%20publish_.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Copy%20of%20PCARD%20Jul%2021%20to%20publish.csv
2021-08,28967796.96,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20Aug%2021.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Cards%20August%2021.csv
2021-09,38211543.44,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20Septermber%2021.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20cards%20September%2021.csv
2021-10,34692388.05,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20October%2021.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20cards%20October%2021.csv
2021-11,37479572.09,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20November%2021.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20cards%20November%202021.csv
2021-12,42822331.37,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20December%2021.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20cards%20December%202021.csv
2022-01,36814881.18,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20January%2022.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20cards%20January%202022.csv
2022-02,33175425.26,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20February%202021.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20cards%20February%202022.csv
2022-03,49849421.26,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20March%202022.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20cards%20March%202022.csv
2022-04,37836158.56,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20april%20invoices%20to%20PUBLISH.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20april%20p%20card%20TO%20PUBLISH.csv
2022-05,41300458.93,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20May%2022.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Purchase%20Cards%20May%2022.csv
2022-06,47252846.05,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoice%20over%20250%20June%20to%20Publish.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoice%20over%20250%20data%20p%20card%20June%20publish.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20May%2022.csv
2022-07,53978166.30,https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20July%20to%20Publish.csv https://my.northtyneside.gov.uk/sites/default/files/web-page-related-files/Invoices%20over%20250%20P%20CARD%20July%20to%20publish.csv
