Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2016-10,66447541.51,http://www.manchester.gov.uk/open/download/downloads/id/284/expenditure_exceeding_500_october_2016.csv
2016-11,53898125.07,http://www.manchester.gov.uk/open/download/downloads/id/286/expenditure_exceeding_500_november_2016.csv
2016-12,71544788.19,http://www.manchester.gov.uk/open/download/downloads/id/290/expenditure_exceeding_500_december_2016.csv
2017-01,63960413.38,http://www.manchester.gov.uk/open/download/downloads/id/292/expenditure_exceeding_500_january_2017.csv
2017-02,52242514.80,http://www.manchester.gov.uk/open/download/downloads/id/296/expenditure_exceeding_500_february_2017.csv
2017-03,69427115.78,http://www.manchester.gov.uk/open/download/downloads/id/332/expenditure_exceeding_500_march_2017.csv
2017-04,51580461.68,http://www.manchester.gov.uk/open/download/downloads/id/349/expenditure_exceeding_500_april_2017.csv
2017-05,56122561.97,http://www.manchester.gov.uk/open/download/downloads/id/381/expenditure_exceeding_500_may_2017.csv
2017-06,67179864.60,http://www.manchester.gov.uk/open/download/downloads/id/386/expenditure_exceeding_500_june_2017.csv
2017-07,97164306.82,http://www.manchester.gov.uk/open/download/downloads/id/445/expenditure_exceeding_500_july_2017.csv
2017-08,60117177.78,http://www.manchester.gov.uk/open/download/downloads/id/444/expenditure_exceeding_500_august_2017.csv
2017-09,67149077.39,http://www.manchester.gov.uk/open/download/downloads/id/448/expenditure_exceeding_500_september_2017.csv
2017-10,58357108.19,http://www.manchester.gov.uk/open/download/downloads/id/453/expenditure_exceeding_500_october_2017.csv
2017-11,88534775.68,http://www.manchester.gov.uk/open/download/downloads/id/453/expenditure_exceeding_500_october_2017.csv http://www.manchester.gov.uk/open/download/downloads/id/458/expenditure_exceeding_500_november_2017.csv
2017-12,90971540.78,http://www.manchester.gov.uk/open/download/downloads/id/457/expenditure_exceeding_500_december_2017.csv
2018-01,59329296.77,http://www.manchester.gov.uk/open/download/downloads/id/461/expenditure_exceeding_500_january_2018.csv
2018-02,51524765.17,http://www.manchester.gov.uk/open/download/downloads/id/467/expenditure_exceeding_500_february_2018.csv
2018-03,85062844.53,http://www.manchester.gov.uk/open/download/downloads/id/488/expenditure_exceeding_500_march_2018.csv
2018-04,73974952.87,http://www.manchester.gov.uk/open/download/downloads/id/503/expenditure_exceeding_500_april_2018.csv
2018-05,82068145.43,http://www.manchester.gov.uk/open/download/downloads/id/543/expenditure_exceeding_500_may_2018.csv
2018-06,72580108.64,http://www.manchester.gov.uk/open/download/downloads/id/548/expenditure_exceeding_500_june_2018.csv
2018-07,138745715.89,http://www.manchester.gov.uk/open/download/downloads/id/564/expenditure_exceeding_500_july_2018.csv
2018-08,66854062.36,http://www.manchester.gov.uk/open/download/downloads/id/567/expenditure_exceeding_500_august_2018.csv
2018-09,65554467.40,http://www.manchester.gov.uk/open/download/downloads/id/568/expenditure_exceeding_500_september_2018.csv
2018-10,97221813.99,http://www.manchester.gov.uk/open/download/downloads/id/591/expenditure_exceeding_500_october_2018.csv
2018-11,54898720.55,http://www.manchester.gov.uk/open/download/downloads/id/592/expenditure_exceeding_500_november_2018.csv
2018-12,124168289.82,http://www.manchester.gov.uk/open/download/downloads/id/594/expenditure_exceeding_500_december_2018.csv
2019-01,67629563.56,http://www.manchester.gov.uk/open/download/downloads/id/596/expenditure_exceeding_500_january_2019.csv
2019-02,73803957.81,http://www.manchester.gov.uk/open/download/downloads/id/603/expenditure_exceeding_500_february_2019.csv
2019-03,91827584.73,http://www.manchester.gov.uk/open/download/downloads/id/605/expenditure_exceeding_500_march_2019.csv
2019-04,76474411.60,http://www.manchester.gov.uk/open/download/downloads/id/616/expenditure_exceeding_500_april_2019.csv
2019-05,65842804.34,http://www.manchester.gov.uk/open/download/downloads/id/646/expenditure_exceeding_500_may_2019.csv
2019-06,81675172.42,http://www.manchester.gov.uk/open/download/downloads/id/663/expenditure_exceeding_500_june_2019.csv
2019-07,88409439.04,http://www.manchester.gov.uk/open/download/downloads/id/722/expenditure_exceeding_500_july_2019.csv
2019-08,73681657.62,http://www.manchester.gov.uk/open/download/downloads/id/709/expenditure_exceeding_500_august_2019.csv
2019-09,64533533.06,http://www.manchester.gov.uk/open/download/downloads/id/721/expenditure_exceeding_500_september_2019.csv
2019-10,63810250.96,http://www.manchester.gov.uk/open/download/downloads/id/790/expenditure_exceeding_500_october_2019.csv
2019-11,68347982.61,http://www.manchester.gov.uk/open/download/downloads/id/803/expenditure_exceeding_500_november_2019.csv
2019-12,79132670.74,http://www.manchester.gov.uk/open/download/downloads/id/826/expenditure_exceeding_500_december_2019.csv
2020-01,65704252.35,http://www.manchester.gov.uk/open/download/downloads/id/830/expenditure_exceeding_500_january_2020.csv
2020-02,69385033.49,http://www.manchester.gov.uk/open/download/downloads/id/839/expenditure_exceeding_500_february_2020.csv
2020-03,60040749.84,http://www.manchester.gov.uk/open/download/downloads/id/850/expenditure_exceeding_500_march_2020.csv
2020-04,72177968.13,http://www.manchester.gov.uk/open/download/downloads/id/857/expenditure_exceeding_500_april_2020.csv
2020-05,57196820.21,http://www.manchester.gov.uk/open/download/downloads/id/858/expenditure_exceeding_500_may_2020.csv
2020-06,56325515.47,http://www.manchester.gov.uk/open/download/downloads/id/878/expenditure_exceeding_500_june_2020.csv
2020-07,157474445.60,http://www.manchester.gov.uk/open/download/downloads/id/882/expenditure_exceeding_500_july_2020.csv
2020-08,57777942.80,http://www.manchester.gov.uk/open/download/downloads/id/883/expenditure_exceeding_500_august_2020.csv
2020-09,66425330.23,http://www.manchester.gov.uk/open/download/downloads/id/895/expenditure_exceeding_500_september_2020.csv
